"","id","Year","Gender (MW)","Race/Ethnicity","State Groups","Admit Date","Admit Date (group)","Acad Rating","Origin Group","Orientation","High School Type","Campus Visit","Open House Status","Fin Aid App","FAFSA Date","Enrolled","Career Objective","Diversity","Honors","PresidentialMerit"
"10564",676865,2018,"Women","White","In-State","11/2/2017","Before January",3,"Search","None","Private","Other Visit","Early","by Apr 30","10/18/2017",0,"Health Professions and Related Clinical Sciences",0,0,0
"10565",676902,2020,"Men","Black/Af. Amer.","Out-of-State","11/5/2019","Before January",5,"Private Institutions","None","Public","Other Visit","None","by Apr 30","10/27/2019",0,"Unknown/Deciding",0,0,0
"10566",676933,2021,"Men","Black/Af. Amer.","In-State","1/13/2021","January",5,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10567",677018,2020,"Women","White","In-State","9/19/2019","Before January",5,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/15/2019",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10568",677050,2019,"Women","White","In-State","11/20/2018","Before January",1,"Internet","1st","Public","Orientation","Fall","by Apr 30","10/26/2018",1,"Parks, Recreation, Leisure, and Fitness Studies",0,0,1
"10569",677057,2019,"Women","Black/Af. Amer.","Out-of-State","9/20/2018","Before January",1,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10570",677134,2017,"Women","Black/Af. Amer.","In-State","12/21/2016","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","1/15/2017",0,"Architecture and Related Services",1,0,0
"10571",677161,2020,"Women","Black/Af. Amer.","Out-of-State","4/22/2020","April",4,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10572",677184,2017,"Women","White","In-State","11/14/2016","Before January",3,"Campus Visit","None","Public","Other Visit","None","by Apr 30","10/18/2016",0,"Unknown/Deciding",0,0,0
"10573",677197,2020,"Men","White","In-State","2/10/2020","February",6,"Search","None","Public","Other Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10574",677236,2021,"Women","Hispanic","In-State","11/3/2020","Before January",3,"High School Visit","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"10575",677250,2017,"Men","Black/Af. Amer.","In-State","11/9/2016","Before January",4,"Application","None","Public","Did not Visit","None","by Apr 30","2/22/2017",1,"Health Professions and Related Clinical Sciences",1,0,0
"10576",677269,2019,"Men","Black/Af. Amer.","Out-of-State","11/21/2018","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"None",1,0,0
"10577",677273,2019,"Men","White","Out-of-State","1/28/2019","January",5,"Application","None","Public","Did not Visit","None","by Apr 30","2/26/2019",0,"Security and Protective Services",0,0,0
"10578",677275,2019,"Men","White","In-State","11/30/2018","Before January",5,"Web Create Account","None","Private","Other Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10579",677346,2020,"Men","Two or More","Out-of-State","9/16/2019","Before January",4,"Web Create Account","Virtual","Public","Orientation","None","by Apr 30","10/3/2019",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10580",677360,2018,"Women","White","In-State","1/3/2018","January",2,"Application","None","Public","Did not Visit","None","by Apr 30","1/15/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"10581",677363,2021,"Women","White","In-State","11/19/2020","Before January",1,"Search","3rd","Public","Orientation","None","by Apr 30","12/3/2020",1,"Unknown/Deciding",0,0,0
"10582",677475,2019,"Women","White","Out-of-State","8/28/2018","Before January",2,"Web Create Account","2nd","Public","Orientation","None","by Apr 30","10/31/2018",1,"None",0,0,0
"10583",677566,2020,"Women","White","In-State","3/9/2020","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10584",677572,2017,"Men","White","In-State","3/23/2017","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10585",677699,2019,"Women","Black/Af. Amer.","In-State","12/19/2018","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10586",677710,2017,"Men","Asian, Pacific Isl*","In-State","3/16/2017","March",4,"Application","None","Public","Did not Visit","None","by Apr 30","4/10/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"10587",677758,2019,"Women","Black/Af. Amer.","In-State","12/17/2018","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10588",677768,2019,"Women","Two or More","In-State","3/5/2019","March",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",1,0,0
"10589",677829,2019,"Women","Hispanic","In-State","12/19/2018","Before January",4,"Search","None","Public","Other Visit","None","by Apr 30","10/17/2018",0,"Visual and Performing Arts",1,0,0
"10590",677859,2018,"Men","White","Out-of-State","10/6/2017","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"10591",677868,2019,"Women","Two or More","In-State","12/12/2018","Before January",4,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",1,0,0
"10592",677880,2019,"Men","White","In-State","2/26/2019","February",3,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Architecture and Related Services",0,0,0
"10593",677882,2019,"Women","Two or More","Out-of-State","3/4/2019","March",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10594",677924,2019,"Men","White","In-State","10/31/2018","Before January",2,"Search","None","Public","Other Visit","None","by Apr 30","10/9/2018",0,"None",0,0,0
"10595",678047,2018,"Men","Hispanic","In-State","12/14/2017","Before January",5,"Web Create Account","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",1,0,0
"10596",678071,2017,"Men","Foreign (Non-Res)","Out-of-State","3/30/2017","March",2,"Private Institutions","None","Unknown","Did not Visit","None","None","1/1/2050",1,"Health Professions and Related Clinical Sciences",1,0,0
"10597",678132,2021,"Men","Two or More","In-State","12/15/2020","Before January",2,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","1/14/2021",0,"Unknown/Deciding",0,1,0
"10598",678215,2021,"Men","White","Out-of-State","10/27/2020","Before January",3,"Internet","None","Private","Other Visit","None","by Apr 30","10/1/2020",0,"Unknown/Deciding",0,0,0
"10599",678307,2021,"Women","White","Out-of-State","4/12/2021","April",3,"Application","None","Public","Did not Visit","None","by Apr 30","10/6/2020",0,"Health Professions and Related Clinical Sciences",0,0,0
"10600",678353,2019,"Women","White","In-State","11/14/2018","Before January",1,"Search","None","Public","Other Visit","None","by Apr 30","12/1/2018",0,"Health Professions and Related Clinical Sciences",0,0,0
"10601",678360,2019,"Men","Black/Af. Amer.","Out-of-State","3/8/2019","March",5,"Application","None","Private","Did not Visit","None","by Apr 30","10/1/2018",0,"Health Professions and Related Clinical Sciences",1,0,0
"10602",678365,2021,"Men","White","Out-of-State","9/24/2020","Before January",6,"College Night","Virtual","Public","Orientation","None","by Apr 30","12/15/2020",1,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10603",678493,2018,"Men","Unknown","Out-of-State","2/8/2018","February",2,"Application","None","Public","Other Visit","Spring","by Apr 30","2/8/2018",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10604",678526,2017,"Men","Black/Af. Amer.","Out-of-State","3/2/2017","March",5,"Web Create Account","3rd","Public","Orientation","None","by Apr 30","1/22/2017",1,"Legal Professions and Studies",1,0,0
"10605",678631,2019,"Women","Black/Af. Amer.","Out-of-State","12/13/2018","Before January",3,"College Night","None","Public","Did not Visit","None","None","1/1/2050",0,"Parks, Recreation, Leisure, and Fitness Studies",1,0,0
"10606",678684,2017,"Women","White","In-State","9/13/2016","Before January",3,"Internet","3rd","Public","Orientation","Spring","by Apr 30","1/29/2017",1,"Health Professions and Related Clinical Sciences",0,0,0
"10607",678686,2018,"Women","Black/Af. Amer.","In-State","3/12/2018","March",5,"Application","None","Public","Did not Visit","None","by Apr 30","3/22/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10608",678718,2017,"Women","White","In-State","12/5/2016","Before January",4,"Search","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"10609",678786,2017,"Men","White","In-State","10/31/2016","Before January",2,"Web Create Account","None","Public","Other Visit","None","by Apr 30","10/6/2016",0,"Education",0,0,0
"10610",678824,2021,"Women","Foreign (Non-Res)","Out-of-State","1/6/2021","January",2,"Common App Suspect/Prospect","None","Unknown","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10611",678920,2019,"Men","White","In-State","4/2/2019","April",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Engineering",0,0,0
"10612",679006,2019,"Women","Black/Af. Amer.","Out-of-State","2/7/2019","February",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10613",679202,2018,"Men","White","In-State","12/14/2017","Before January",3,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10614",679277,2021,"Men","White","In-State","2/9/2021","February",1,"College Night","None","Public","Did not Visit","None","by Apr 30","12/28/2020",0,"Public Administration and Social Service Professions",0,1,0
"10615",679298,2021,"Men","Black/Af. Amer.","In-State","3/12/2021","March",6,"Common App Suspect/Prospect","None","Private","Did not Visit","None","None","1/1/2050",0,"Unknown/Deciding",0,0,0
"10616",679318,2020,"Women","Hispanic","In-State","11/18/2019","Before January",4,"Search","None","Public","Did not Visit","None","by Apr 30","10/8/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"10617",679443,2020,"Women","White","In-State","2/26/2020","February",3,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","10/8/2019",0,"Unknown/Deciding",0,0,0
"10618",679451,2020,"Men","Two or More","Out-of-State","2/25/2020","February",5,"Search","None","Public","Did not Visit","None","by Apr 30","1/14/2020",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10619",679475,2017,"Men","White","In-State","9/22/2016","Before January",3,"Application","None","Public","Did not Visit","None","by Apr 30","10/23/2016",0,"Business, Management, Marketing, & Related Support Svcs",0,0,0
"10620",679560,2020,"Men","White","In-State","10/17/2019","Before January",6,"Private Institutions","None","Public","Did not Visit","None","by Apr 30","2/15/2020",0,"Unknown/Deciding",0,0,0
"10621",679598,2021,"Men","White","Out-of-State","11/24/2020","Before January",3,"Application","None","Home Schooled","Other Visit","None","by Apr 30","12/5/2020",0,"Education",0,0,0
"10622",679626,2019,"Women","Black/Af. Amer.","Out-of-State","12/7/2018","Before January",2,"Application","None","Public","Did not Visit","None","by Apr 30","11/12/2018",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10623",679641,2018,"Women","White","In-State","1/25/2018","January",4,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Education",0,0,0
"10624",679702,2019,"Women","Black/Af. Amer.","Out-of-State","12/19/2018","Before January",4,"Application","None","Unknown","Did not Visit","None","None","1/1/2050",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10625",679733,2019,"Women","White","In-State","11/10/2018","Before January",2,"Web Create Account","None","Public","Other Visit","None","by Apr 30","10/18/2018",0,"Unknown/Deciding",0,0,0
"10626",679776,2020,"Women","White","In-State","9/30/2019","Before January",1,"Search","None","Public","Other Visit","None","by Apr 30","10/6/2019",0,"Health Professions and Related Clinical Sciences",0,0,0
"10627",679831,2021,"Women","White","Out-of-State","9/10/2020","Before January",0,"Campus Visit","Virtual","Public","Orientation","None","by Apr 30","10/2/2020",1,"Health Professions and Related Clinical Sciences",0,0,0
"10628",679838,2020,"Women","Asian, Pacific Isl*","In-State","11/21/2019","Before January",5,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10629",679897,2019,"Women","Black/Af. Amer.","In-State","2/8/2019","February",5,"Application","None","Public","Did not Visit","None","by Apr 30","3/4/2019",0,"Business, Management, Marketing, & Related Support Svcs",1,0,0
"10630",679952,2018,"Women","Black/Af. Amer.","Out-of-State","10/27/2017","Before January",1,"Application","None","Private","Did not Visit","None","by Apr 30","10/11/2017",0,"Health Professions and Related Clinical Sciences",1,0,0
"10631",679956,2020,"Women","Hispanic","Out-of-State","1/23/2020","January",6,"Other","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10632",679979,2017,"Women","White","In-State","1/19/2017","January",3,"Private Institutions","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
"10633",680058,2019,"Women","White","Out-of-State","10/29/2018","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Legal Professions and Studies",0,0,0
"10634",680084,2020,"Women","White","Out-of-State","11/11/2019","Before January",1,"Application","None","Public","Did not Visit","None","None","1/1/2050",0,"Health Professions and Related Clinical Sciences",0,0,0
